Country,ISO Code,Date,Total Vaccinations,1st Dose,2nd Dose,Daily Vaccinations,Vaccines,Source Name
Anguilla,AIA,26-02-21,3929,3929,,97,Oxford/AstraZeneca,Ministry of Health
Anguilla,AIA,27-02-21,,,,94,Oxford/AstraZeneca,Ministry of Health
Anguilla,AIA,28-02-21,,,,90,Oxford/AstraZeneca,Ministry of Health
Anguilla,AIA,01-03-21,,,,86,Oxford/AstraZeneca,Ministry of Health
Anguilla,AIA,02-03-21,,,,82,Oxford/AstraZeneca,Ministry of Health
Anguilla,AIA,03-03-21,,,,79,Oxford/AstraZeneca,Ministry of Health
Anguilla,AIA,04-03-21,,,,75,Oxford/AstraZeneca,Ministry of Health
Anguilla,AIA,05-03-21,,,,71,Oxford/AstraZeneca,Ministry of Health
Anguilla,AIA,06-03-21,,,,71,Oxford/AstraZeneca,Ministry of Health
Anguilla,AIA,07-03-21,,,,71,Oxford/AstraZeneca,Ministry of Health
Anguilla,AIA,08-03-21,,,,71,Oxford/AstraZeneca,Ministry of Health
Anguilla,AIA,09-03-21,,,,71,Oxford/AstraZeneca,Ministry of Health
Anguilla,AIA,10-03-21,,,,71,Oxford/AstraZeneca,Ministry of Health
Anguilla,AIA,11-03-21,,,,71,Oxford/AstraZeneca,Ministry of Health
Anguilla,AIA,12-03-21,,,,71,Oxford/AstraZeneca,Ministry of Health
Anguilla,AIA,13-03-21,5000,5000,,71,Oxford/AstraZeneca,Ministry of Health
Anguilla,AIA,14-03-21,,,,69,Oxford/AstraZeneca,Ministry of Health
Anguilla,AIA,15-03-21,,,,68,Oxford/AstraZeneca,Ministry of Health
Anguilla,AIA,16-03-21,,,,66,Oxford/AstraZeneca,Ministry of Health
Anguilla,AIA,17-03-21,,,,64,Oxford/AstraZeneca,Ministry of Health
Anguilla,AIA,18-03-21,,,,62,Oxford/AstraZeneca,Ministry of Health
Anguilla,AIA,19-03-21,5348,5348,,60,Oxford/AstraZeneca,Ministry of Health
Antigua and Barbuda,ATG,16-02-21,0,,,,Oxford/AstraZeneca,Ministry of Health
Antigua and Barbuda,ATG,17-02-21,,,,895,Oxford/AstraZeneca,Ministry of Health
Antigua and Barbuda,ATG,18-02-21,,,,895,Oxford/AstraZeneca,Ministry of Health
Antigua and Barbuda,ATG,19-02-21,,,,895,Oxford/AstraZeneca,Ministry of Health
Antigua and Barbuda,ATG,20-02-21,,,,895,Oxford/AstraZeneca,Ministry of Health
Antigua and Barbuda,ATG,21-02-21,,,,895,Oxford/AstraZeneca,Ministry of Health
Antigua and Barbuda,ATG,22-02-21,,,,895,Oxford/AstraZeneca,Ministry of Health
Antigua and Barbuda,ATG,23-02-21,,,,895,Oxford/AstraZeneca,Ministry of Health
Antigua and Barbuda,ATG,24-02-21,,,,895,Oxford/AstraZeneca,Ministry of Health
Antigua and Barbuda,ATG,25-02-21,,,,895,Oxford/AstraZeneca,Ministry of Health
Antigua and Barbuda,ATG,26-02-21,,,,895,Oxford/AstraZeneca,Ministry of Health
Antigua and Barbuda,ATG,27-02-21,,,,895,Oxford/AstraZeneca,Ministry of Health
Antigua and Barbuda,ATG,28-02-21,,,,895,Oxford/AstraZeneca,Ministry of Health
Antigua and Barbuda,ATG,01-03-21,,,,895,Oxford/AstraZeneca,Ministry of Health
Antigua and Barbuda,ATG,02-03-21,,,,895,Oxford/AstraZeneca,Ministry of Health
Antigua and Barbuda,ATG,03-03-21,,,,895,Oxford/AstraZeneca,Ministry of Health
Antigua and Barbuda,ATG,04-03-21,,,,895,Oxford/AstraZeneca,Ministry of Health
Antigua and Barbuda,ATG,05-03-21,,,,895,Oxford/AstraZeneca,Ministry of Health
Antigua and Barbuda,ATG,06-03-21,,,,895,Oxford/AstraZeneca,Ministry of Health
Antigua and Barbuda,ATG,07-03-21,,,,895,Oxford/AstraZeneca,Ministry of Health
Antigua and Barbuda,ATG,08-03-21,,,,895,Oxford/AstraZeneca,Ministry of Health
Antigua and Barbuda,ATG,09-03-21,,,,895,Oxford/AstraZeneca,Ministry of Health
Antigua and Barbuda,ATG,10-03-21,,,,895,Oxford/AstraZeneca,Ministry of Health
Antigua and Barbuda,ATG,11-03-21,,,,895,Oxford/AstraZeneca,Ministry of Health
Antigua and Barbuda,ATG,12-03-21,,,,895,Oxford/AstraZeneca,Ministry of Health
Antigua and Barbuda,ATG,13-03-21,,,,895,Oxford/AstraZeneca,Ministry of Health
Antigua and Barbuda,ATG,14-03-21,,,,895,Oxford/AstraZeneca,Ministry of Health
Antigua and Barbuda,ATG,15-03-21,24164,,,895,Oxford/AstraZeneca,Ministry of Health
Antigua and Barbuda,ATG,16-03-21,,,,821,Oxford/AstraZeneca,Ministry of Health
Antigua and Barbuda,ATG,17-03-21,,,,747,Oxford/AstraZeneca,Ministry of Health
Antigua and Barbuda,ATG,18-03-21,,,,674,Oxford/AstraZeneca,Ministry of Health
Antigua and Barbuda,ATG,19-03-21,25677,,,600,Oxford/AstraZeneca,Ministry of Health
Antigua and Barbuda,ATG,20-03-21,,,,490,Oxford/AstraZeneca,Ministry of Health
Antigua and Barbuda,ATG,21-03-21,,,,380,Oxford/AstraZeneca,Ministry of Health
Antigua and Barbuda,ATG,22-03-21,,,,270,Oxford/AstraZeneca,Ministry of Health
Antigua and Barbuda,ATG,23-03-21,,,,233,Oxford/AstraZeneca,Ministry of Health
Antigua and Barbuda,ATG,24-03-21,,,,197,Oxford/AstraZeneca,Ministry of Health
Antigua and Barbuda,ATG,25-03-21,26424,,,161,Oxford/AstraZeneca,Ministry of Health
Argentina,ARG,29-12-20,700,,,,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",Ministry of Health
Argentina,ARG,30-12-20,,,,15656,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",Ministry of Health
Argentina,ARG,31-12-20,32013,,,15656,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",Ministry of Health
Argentina,ARG,01-01-21,,,,11070,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",Ministry of Health
Argentina,ARG,02-01-21,,,,8776,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",Ministry of Health
Argentina,ARG,03-01-21,,,,7400,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",Ministry of Health
Argentina,ARG,04-01-21,39599,,,6483,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",Ministry of Health
Argentina,ARG,05-01-21,,,,7984,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",Ministry of Health
Argentina,ARG,06-01-21,,,,8173,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",Ministry of Health
Argentina,ARG,07-01-21,,,,8363,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",Ministry of Health
Argentina,ARG,08-01-21,107542,,,10519,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",Ministry of Health
Argentina,ARG,09-01-21,,,,11942,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",Ministry of Health
Argentina,ARG,10-01-21,,,,13365,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",Ministry of Health
Argentina,ARG,11-01-21,,,,14788,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",Ministry of Health
Argentina,ARG,12-01-21,,,,14056,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",Ministry of Health
Argentina,ARG,13-01-21,166833,,,13323,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",Ministry of Health
Argentina,ARG,14-01-21,,,,13320,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",Ministry of Health
